pair_label,pos1,pos2,image,attack,nc,ber
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",kodim24.png,jpeg_compression_q50,0.974609375,0.0126953125
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",kodim24.png,gaussian_blur_5x5,0.892578125,0.0537109375
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t001.png,real_esrgan,,
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t001.png,jpeg_compression_q50,1.0,0.0
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t001.png,gaussian_blur_5x5,0.94921875,0.025390625
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t002.png,real_esrgan,,
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t002.png,jpeg_compression_q50,0.998046875,0.0009765625
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t002.png,gaussian_blur_5x5,0.94921875,0.025390625
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t003.png,real_esrgan,,
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t003.png,jpeg_compression_q50,0.998046875,0.0009765625
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t003.png,gaussian_blur_5x5,0.904296875,0.0478515625
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t004.png,real_esrgan,,
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t004.png,jpeg_compression_q50,1.0,0.0
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t004.png,gaussian_blur_5x5,0.943359375,0.0283203125
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t005.png,real_esrgan,,
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t005.png,jpeg_compression_q50,1.0,0.0
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t005.png,gaussian_blur_5x5,0.947265625,0.0263671875
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t006.png,real_esrgan,,
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t006.png,jpeg_compression_q50,1.0,0.0
"standard (4,1)/(1,4)","(4, 1)","(1, 4)",t006.png,gaussian_blur_5x5,0.958984375,0.0205078125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim01.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim01.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim01.png,gaussian_blur_5x5,0.96875,0.015625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim02.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim02.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim02.png,gaussian_blur_5x5,0.994140625,0.0029296875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim03.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim03.png,jpeg_compression_q50,0.99609375,0.001953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim03.png,gaussian_blur_5x5,0.97265625,0.013671875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim04.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim04.png,jpeg_compression_q50,0.99609375,0.001953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim04.png,gaussian_blur_5x5,0.982421875,0.0087890625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim05.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim05.png,jpeg_compression_q50,0.984375,0.0078125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim05.png,gaussian_blur_5x5,0.81640625,0.091796875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim06.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim06.png,jpeg_compression_q50,0.994140625,0.0029296875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim06.png,gaussian_blur_5x5,0.970703125,0.0146484375
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim07.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim07.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim07.png,gaussian_blur_5x5,0.958984375,0.0205078125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim08.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim08.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim08.png,gaussian_blur_5x5,0.8984375,0.05078125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim09.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim09.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim09.png,gaussian_blur_5x5,0.974609375,0.0126953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim10.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim10.png,jpeg_compression_q50,0.998046875,0.0009765625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim10.png,gaussian_blur_5x5,0.978515625,0.0107421875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim11.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim11.png,jpeg_compression_q50,0.998046875,0.0009765625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim11.png,gaussian_blur_5x5,0.955078125,0.0224609375
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim12.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim12.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim12.png,gaussian_blur_5x5,0.986328125,0.0068359375
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim13.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim13.png,jpeg_compression_q50,0.9921875,0.00390625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim13.png,gaussian_blur_5x5,0.873046875,0.0634765625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim14.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim14.png,jpeg_compression_q50,0.998046875,0.0009765625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim14.png,gaussian_blur_5x5,0.931640625,0.0341796875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim15.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim15.png,jpeg_compression_q50,0.9921875,0.00390625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim15.png,gaussian_blur_5x5,0.970703125,0.0146484375
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim16.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim16.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim16.png,gaussian_blur_5x5,0.994140625,0.0029296875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim17.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim17.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim17.png,gaussian_blur_5x5,0.970703125,0.0146484375
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim18.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim18.png,jpeg_compression_q50,0.99609375,0.001953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim18.png,gaussian_blur_5x5,0.931640625,0.0341796875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim19.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim19.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim19.png,gaussian_blur_5x5,0.958984375,0.0205078125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim20.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim20.png,jpeg_compression_q50,0.986328125,0.0068359375
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim20.png,gaussian_blur_5x5,0.94140625,0.029296875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim21.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim21.png,jpeg_compression_q50,0.99609375,0.001953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim21.png,gaussian_blur_5x5,0.9375,0.03125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim22.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim22.png,jpeg_compression_q50,0.998046875,0.0009765625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim22.png,gaussian_blur_5x5,0.974609375,0.0126953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim23.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim23.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim23.png,gaussian_blur_5x5,0.984375,0.0078125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim24.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim24.png,jpeg_compression_q50,0.97265625,0.013671875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",kodim24.png,gaussian_blur_5x5,0.923828125,0.0380859375
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t001.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t001.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t001.png,gaussian_blur_5x5,0.982421875,0.0087890625
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t002.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t002.png,jpeg_compression_q50,0.99609375,0.001953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t002.png,gaussian_blur_5x5,0.9609375,0.01953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t003.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t003.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t003.png,gaussian_blur_5x5,0.94140625,0.029296875
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t004.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t004.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t004.png,gaussian_blur_5x5,0.9609375,0.01953125
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t005.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t005.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t005.png,gaussian_blur_5x5,0.970703125,0.0146484375
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t006.png,real_esrgan,,
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t006.png,jpeg_compression_q50,1.0,0.0
"balanced (2,3)/(3,2)","(2, 3)","(3, 2)",t006.png,gaussian_blur_5x5,0.98046875,0.009765625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim01.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim01.png,jpeg_compression_q50,0.96484375,0.017578125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim01.png,gaussian_blur_5x5,0.970703125,0.0146484375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim02.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim02.png,jpeg_compression_q50,0.912109375,0.0439453125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim02.png,gaussian_blur_5x5,0.994140625,0.0029296875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim03.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim03.png,jpeg_compression_q50,0.8359375,0.08203125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim03.png,gaussian_blur_5x5,0.9921875,0.00390625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim04.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim04.png,jpeg_compression_q50,0.9296875,0.03515625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim04.png,gaussian_blur_5x5,0.990234375,0.0048828125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim05.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim05.png,jpeg_compression_q50,0.966796875,0.0166015625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim05.png,gaussian_blur_5x5,0.919921875,0.0400390625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim06.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim06.png,jpeg_compression_q50,0.869140625,0.0654296875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim06.png,gaussian_blur_5x5,0.958984375,0.0205078125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim07.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim07.png,jpeg_compression_q50,0.87109375,0.064453125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim07.png,gaussian_blur_5x5,0.990234375,0.0048828125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim08.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim08.png,jpeg_compression_q50,0.96484375,0.017578125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim08.png,gaussian_blur_5x5,0.955078125,0.0224609375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim09.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim09.png,jpeg_compression_q50,0.810546875,0.0947265625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim09.png,gaussian_blur_5x5,0.9921875,0.00390625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim10.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim10.png,jpeg_compression_q50,0.884765625,0.0576171875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim10.png,gaussian_blur_5x5,0.98828125,0.005859375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim11.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim11.png,jpeg_compression_q50,0.8984375,0.05078125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim11.png,gaussian_blur_5x5,0.986328125,0.0068359375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim12.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim12.png,jpeg_compression_q50,0.87890625,0.060546875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim12.png,gaussian_blur_5x5,1.0,0.0
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim13.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim13.png,jpeg_compression_q50,0.96484375,0.017578125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim13.png,gaussian_blur_5x5,0.8984375,0.05078125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim14.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim14.png,jpeg_compression_q50,0.97265625,0.013671875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim14.png,gaussian_blur_5x5,0.978515625,0.0107421875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim15.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim15.png,jpeg_compression_q50,0.841796875,0.0791015625
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim15.png,gaussian_blur_5x5,0.994140625,0.0029296875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim16.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim16.png,jpeg_compression_q50,0.916015625,0.0419921875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim16.png,gaussian_blur_5x5,0.990234375,0.0048828125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim17.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim17.png,jpeg_compression_q50,0.9140625,0.04296875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim17.png,gaussian_blur_5x5,0.990234375,0.0048828125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim18.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim18.png,jpeg_compression_q50,0.9609375,0.01953125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim18.png,gaussian_blur_5x5,0.962890625,0.0185546875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim19.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim19.png,jpeg_compression_q50,0.95703125,0.021484375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim19.png,gaussian_blur_5x5,0.990234375,0.0048828125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim20.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim20.png,jpeg_compression_q50,0.548828125,0.2255859375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim20.png,gaussian_blur_5x5,0.98828125,0.005859375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim21.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim21.png,jpeg_compression_q50,0.783203125,0.1083984375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim21.png,gaussian_blur_5x5,0.9765625,0.01171875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim22.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim22.png,jpeg_compression_q50,0.931640625,0.0341796875
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim22.png,gaussian_blur_5x5,0.99609375,0.001953125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim23.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim23.png,jpeg_compression_q50,0.83984375,0.080078125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim23.png,gaussian_blur_5x5,0.984375,0.0078125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim24.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim24.png,jpeg_compression_q50,0.8984375,0.05078125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",kodim24.png,gaussian_blur_5x5,0.943359375,0.0283203125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t001.png,real_esrgan,,
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t001.png,jpeg_compression_q50,0.78125,0.109375
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t001.png,gaussian_blur_5x5,0.990234375,0.0048828125
"swept (7,5)/(7,7)","(7, 5)","(7, 7)",t002.png,real_esrgan,,
