coeff_pair,symmetry,attack,mean_nc,esrgan_damage_p1,esrgan_damage_p2,esrgan_delta,esrgan_combined,jpeg_delta,jpeg_combined
"(5,7)/(7,7)",near-symmetric,gaussian_blur_5x5,0.9794921875,3.12969769773316,3.052821638475687,0.07687605925747265,6.182519336208847,0.20240833706629768,8.764768819257892
"(5,7)/(7,7)",near-symmetric,espcn_x4,0.9994140625,3.12969769773316,3.052821638475687,0.07687605925747265,6.182519336208847,0.20240833706629768,8.764768819257892
"(6,7)/(7,7)",near-symmetric,real_esrgan,0.8611328125,3.1693100995839623,3.052821638475687,0.11648846110827504,6.22213173805965,0.20880006740650003,9.175977223730689
"(6,7)/(7,7)",near-symmetric,jpeg_compression_q50,0.7224609375,3.1693100995839623,3.052821638475687,0.11648846110827504,6.22213173805965,0.20880006740650003,9.175977223730689
"(6,7)/(7,7)",near-symmetric,gaussian_blur_5x5,0.98447265625,3.1693100995839623,3.052821638475687,0.11648846110827504,6.22213173805965,0.20880006740650003,9.175977223730689
"(6,7)/(7,7)",near-symmetric,espcn_x4,0.99951171875,3.1693100995839623,3.052821638475687,0.11648846110827504,6.22213173805965,0.20880006740650003,9.175977223730689
"(7,6)/(7,7)",near-symmetric,real_esrgan,0.8630859375,3.1855876669901098,3.052821638475687,0.13276602851442254,6.238409305465797,0.2421680575591898,9.209345213883378
"(7,6)/(7,7)",near-symmetric,jpeg_compression_q50,0.70009765625,3.1855876669901098,3.052821638475687,0.13276602851442254,6.238409305465797,0.2421680575591898,9.209345213883378
"(7,6)/(7,7)",near-symmetric,gaussian_blur_5x5,0.98388671875,3.1855876669901098,3.052821638475687,0.13276602851442254,6.238409305465797,0.2421680575591898,9.209345213883378
"(7,6)/(7,7)",near-symmetric,espcn_x4,0.999609375,3.1855876669901098,3.052821638475687,0.13276602851442254,6.238409305465797,0.2421680575591898,9.209345213883378
"(6,6)/(7,7)",near-symmetric,real_esrgan,0.8509765625,3.1858933718066584,3.052821638475687,0.13307173333097122,6.238715010282346,0.32697199005142163,9.29414914637561
"(6,6)/(7,7)",near-symmetric,jpeg_compression_q50,0.67353515625,3.1858933718066584,3.052821638475687,0.13307173333097122,6.238715010282346,0.32697199005142163,9.29414914637561
"(6,6)/(7,7)",near-symmetric,gaussian_blur_5x5,0.96650390625,3.1858933718066584,3.052821638475687,0.13307173333097122,6.238715010282346,0.32697199005142163,9.29414914637561
"(6,6)/(7,7)",near-symmetric,espcn_x4,0.99970703125,3.1858933718066584,3.052821638475687,0.13307173333097122,6.238715010282346,0.32697199005142163,9.29414914637561
