image,alpha,model,attack_name,nc,ber,psnr_after_attack,ssim_after_attack,runtime_s,out_h,out_w
t015,0.2,edsr,edsr_x4,1.0,0.0,36.847081327348135,0.9780162870305658,41.40975832939148,512,512
t015,0.3,edsr,edsr_x4,1.0,0.0,36.542920444165006,0.9765440791293175,42.166935205459595,512,512
t016,0.05,edsr,edsr_x4,1.0,0.0,39.143753613895626,0.9875728109504923,44.86097311973572,512,512
t016,0.1,edsr,edsr_x4,1.0,0.0,38.99279802710813,0.9871200986250387,45.19467282295227,512,512
t016,0.2,edsr,edsr_x4,1.0,0.0,38.69513139819814,0.9862075985934787,44.956944704055786,512,512
t016,0.3,edsr,edsr_x4,1.0,0.0,38.402691467434366,0.9852599261659175,44.15375590324402,512,512
t017,0.05,edsr,edsr_x4,1.0,0.0,38.41763009244593,0.9875893198324405,41.02670907974243,512,512
t017,0.1,edsr,edsr_x4,1.0,0.0,38.253354744830744,0.9871314768881367,39.25264000892639,512,512
t017,0.2,edsr,edsr_x4,1.0,0.0,37.93606686953721,0.9862422929451911,38.760982036590576,512,512
t017,0.3,edsr,edsr_x4,1.0,0.0,37.60767293770392,0.9852715023911077,38.891480922698975,512,512
t018,0.05,edsr,edsr_x4,1.0,0.0,40.87750130008365,0.9774536280389619,42.27121591567993,512,512
t018,0.1,edsr,edsr_x4,1.0,0.0,40.75933711778092,0.9770015677305425,39.83481693267822,512,512
t018,0.2,edsr,edsr_x4,1.0,0.0,40.51124047979716,0.9760434963395852,41.96138310432434,512,512
t018,0.3,edsr,edsr_x4,1.0,0.0,40.274037708478744,0.9750923898045253,41.01676297187805,512,512
t019,0.05,edsr,edsr_x4,1.0,0.0,40.23354542985872,0.974116271557982,41.92972493171692,512,512
t019,0.1,edsr,edsr_x4,1.0,0.0,40.099658800330474,0.973470282529379,41.221884965896606,512,512
t019,0.2,edsr,edsr_x4,1.0,0.0,39.84722551236954,0.9722776861908632,43.951860189437866,512,512
t019,0.3,edsr,edsr_x4,1.0,0.0,39.59502008140291,0.9709329265950682,43.49208188056946,512,512
t020,0.05,edsr,edsr_x4,1.0,0.0,39.99781036786692,0.982324191663808,42.20643901824951,512,512
t020,0.1,edsr,edsr_x4,1.0,0.0,39.86019860195464,0.9818539840611762,42.95155906677246,512,512
t020,0.2,edsr,edsr_x4,1.0,0.0,39.55585399976642,0.980781069190813,41.31577205657959,512,512
t020,0.3,edsr,edsr_x4,1.0,0.0,39.28460310071516,0.9797497044664243,44.15112495422363,512,512
t021,0.05,edsr,edsr_x4,1.0,0.0,37.87851304597697,0.9820865269576912,48.265377044677734,512,512
t021,0.1,edsr,edsr_x4,1.0,0.0,37.71669452370325,0.9814904243886962,43.97291803359985,512,512
t021,0.2,edsr,edsr_x4,1.0,0.0,37.40406087360242,0.9803558864977604,43.44820499420166,512,512
t021,0.3,edsr,edsr_x4,1.0,0.0,37.09142228697549,0.9791507206772428,44.204970359802246,512,512
t022,0.05,edsr,edsr_x4,1.0,0.0,39.07838480861482,0.9868141768763768,43.89252281188965,512,512
t022,0.1,edsr,edsr_x4,1.0,0.0,38.9170736317478,0.9863818470213456,43.61776399612427,512,512
t022,0.2,edsr,edsr_x4,1.0,0.0,38.59736037095976,0.9855117069142597,47.669585943222046,512,512
t022,0.3,edsr,edsr_x4,1.0,0.0,38.29392154548831,0.9846192039749274,43.4093599319458,512,512
t023,0.05,edsr,edsr_x4,1.0,0.0,39.590507402718124,0.9831956830366174,42.43919372558594,512,512
t023,0.1,edsr,edsr_x4,1.0,0.0,39.44573104413645,0.9827382486166822,43.03606605529785,512,512
t023,0.2,edsr,edsr_x4,1.0,0.0,39.14790032953983,0.9817813526907369,42.51866698265076,512,512
t023,0.3,edsr,edsr_x4,1.0,0.0,38.85221403390406,0.9807462677204123,45.60477805137634,512,512
t024,0.05,edsr,edsr_x4,1.0,0.0,38.84863067975274,0.9798918708067923,51.75493502616882,512,512
t024,0.1,edsr,edsr_x4,1.0,0.0,38.69986805954605,0.979364985130235,45.50248074531555,512,512
t024,0.2,edsr,edsr_x4,1.0,0.0,38.41211178761409,0.9782723255953877,41.963500022888184,512,512
t024,0.3,edsr,edsr_x4,1.0,0.0,38.114210344072305,0.9771093579355435,40.07172203063965,512,512
t025,0.05,edsr,edsr_x4,1.0,0.0,39.13944436180269,0.9790406834061155,38.69669699668884,512,512
t025,0.1,edsr,edsr_x4,1.0,0.0,39.001647766332994,0.9784782323771656,38.39988136291504,512,512
t025,0.2,edsr,edsr_x4,1.0,0.0,38.71826019320987,0.9773448027390134,38.48542594909668,512,512
t025,0.3,edsr,edsr_x4,1.0,0.0,38.45316659944819,0.9762212142913388,38.22219800949097,512,512
t026,0.05,edsr,edsr_x4,1.0,0.0,42.60984128293118,0.9768524093757863,38.546133041381836,512,512
t026,0.1,edsr,edsr_x4,1.0,0.0,42.525071793751536,0.9765052656851596,38.68214511871338,512,512
t026,0.2,edsr,edsr_x4,1.0,0.0,42.349575970082256,0.9758116421979599,38.84760499000549,512,512
