image,alpha,model,attack_name,nc,ber,psnr_after_attack,ssim_after_attack,runtime_s,out_h,out_w
t025,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,38.52994876008664,0.9748760226405312,0.1035380363464355,512,512
t025,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,38.40835498220216,0.974314927990976,0.1004962921142578,512,512
t025,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,38.15621985347872,0.9731767233865356,0.1016898155212402,512,512
t025,0.3,fsrcnn,fsrcnn_x4,1.0,0.0,37.919583343674496,0.9720545236749588,0.1029651165008544,512,512
t026,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,40.56089335407802,0.9704194449668576,0.1005268096923828,512,512
t026,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,40.50635847174712,0.9700669091822748,0.1024341583251953,512,512
t026,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,40.3923247536947,0.9693657598771986,0.1009049415588378,512,512
t026,0.3,fsrcnn,fsrcnn_x4,1.0,0.0,40.27553233029291,0.9686625808778868,0.1007120609283447,512,512
t027,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,41.07030424773737,0.9733646810119564,0.100900650024414,512,512
t027,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,40.99209022355588,0.9728949707344724,0.1022090911865234,512,512
t027,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,40.8284010119381,0.9719246483141524,0.1021597385406494,512,512
t027,0.3,fsrcnn,fsrcnn_x4,1.0,0.0,40.666484533539915,0.9709302427521102,0.1016011238098144,512,512
t028,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,41.31680224224208,0.9765652936711694,0.1004438400268554,512,512
t028,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,41.273508285163174,0.9762726343566884,0.1022961139678955,512,512
t028,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,41.17757783626697,0.975658632213872,0.1001930236816406,512,512
t028,0.3,fsrcnn,fsrcnn_x4,1.0,0.0,41.084058566465195,0.9750190022183036,0.1016879081726074,512,512
t029,0.05,fsrcnn,fsrcnn_x4,1.0,0.0,37.27440270715138,0.9856104972124348,0.101557970046997,512,512
t029,0.1,fsrcnn,fsrcnn_x4,1.0,0.0,37.13318848274966,0.9851852681392582,0.1018109321594238,512,512
t029,0.2,fsrcnn,fsrcnn_x4,1.0,0.0,36.86987691842612,0.9843238651306412,0.101039171218872,512,512
