image,selected_pair,embedding_cost,attack_name,nc_adaptive,nc_standard,psnr_adaptive,psnr_standard,ssim_adaptive,ssim_standard,alpha_adaptive,nc_adaptive_strength,ber_adaptive_strength,psnr_adaptive_strength,ssim_adaptive_strength
kodim05.png,"(4,7)/(5,7)",0.15174612758894637,real_esrgan,0.794921875,0.822265625,27.881363312302632,27.62947240463766,0.9253596362622772,0.9192835258292456,0.2012549322520745,0.80859375,0.095703125,27.870073238183046,0.9250307512190018
kodim05.png,"(4,7)/(5,7)",0.15174612758894637,jpeg_compression_q50,0.921875,0.9921875,28.722991120906403,28.643905989139466,0.8983200244152552,0.8938586230226419,0.2012549322520745,0.94921875,0.025390625,28.712716410251836,0.8981040328246461
kodim05.png,"(4,7)/(5,7)",0.15174612758894637,gaussian_blur_5x5,0.90234375,0.798828125,25.238636231393446,25.346161164525995,0.8267706596029084,0.8252916998141098,0.2012549322520745,0.927734375,0.0361328125,25.23766717204118,0.8267425166473811
kodim06.png,"(7,4)/(7,7)",0.1661567173226855,real_esrgan,0.935546875,0.830078125,29.9184826915196,29.70235067304487,0.9043705510905076,0.9019600433881864,0.1670173921751597,0.935546875,0.0322265625,29.915284753426846,0.9042458145494114
kodim06.png,"(7,4)/(7,7)",0.1661567173226855,jpeg_compression_q50,0.8046875,0.98046875,30.569240890597364,30.48165492805135,0.8891020739665209,0.882101443252898,0.1670173921751597,0.80859375,0.095703125,30.564968082163638,0.8890371441009438
kodim06.png,"(7,4)/(7,7)",0.1661567173226855,gaussian_blur_5x5,0.927734375,0.9140625,27.04288070713154,27.087336768802505,0.8002165932773749,0.7963146982500374,0.1670173921751597,0.939453125,0.0302734375,27.042493288195185,0.800202599137639
kodim07.png,"(4,7)/(5,7)",0.16789199176709857,real_esrgan,0.853515625,0.693359375,30.434799178525942,30.16087080665688,0.9458835750219672,0.9387836373150072,0.14416058208013122,0.861328125,0.0693359375,30.431525929315363,0.9458303508994786
kodim07.png,"(4,7)/(5,7)",0.16789199176709857,jpeg_compression_q50,0.779296875,1.0,32.910702237472535,32.530625365327964,0.9282904976604619,0.9138047113535804,0.14416058208013122,0.78515625,0.107421875,32.907943498669574,0.9282771929313235
kodim07.png,"(4,7)/(5,7)",0.16789199176709857,gaussian_blur_5x5,0.984375,0.904296875,30.929023982707008,30.829628922625755,0.9358564988419781,0.9291180642303246,0.14416058208013122,0.984375,0.0078125,30.928916644876253,0.9358518533578782
kodim08.png,"(4,7)/(5,7)",0.17842969555553684,real_esrgan,0.623046875,0.52734375,26.696524217113247,26.394662218835457,0.9155457107932561,0.9126980085245704,0.23375534921511024,0.64453125,0.177734375,26.69286798607707,0.9153788862560707
kodim08.png,"(4,7)/(5,7)",0.17842969555553684,jpeg_compression_q50,0.923828125,0.990234375,29.005858237449278,28.773858396869837,0.9089058361565132,0.9027833735857604,0.23375534921511024,0.927734375,0.0361328125,28.996730077715046,0.9086827187387084
kodim08.png,"(4,7)/(5,7)",0.17842969555553684,gaussian_blur_5x5,0.978515625,0.78515625,23.03254092040889,23.215760484137327,0.7837959977135429,0.7845922091156048,0.23375534921511024,0.982421875,0.0087890625,23.03222495425901,0.7837709346948308
kodim09.png,"(7,4)/(7,7)",0.22690998349333086,real_esrgan,0.83984375,0.755859375,32.294215943852194,32.10975861761006,0.935773074494044,0.933057025504571,0.12436648148445531,0.83984375,0.080078125,32.295156370219196,0.935780815922174
kodim09.png,"(7,4)/(7,7)",0.22690998349333086,jpeg_compression_q50,0.595703125,0.998046875,33.90954430181476,33.60929167026502,0.916330889391968,0.8988295956007861,0.12436648148445531,0.595703125,0.2021484375,33.90940850056381,0.9163191911039434
kodim09.png,"(7,4)/(7,7)",0.22690998349333086,gaussian_blur_5x5,0.98046875,0.955078125,30.726923634782857,30.75679903376695,0.9080061820083909,0.9033989894574486,0.12436648148445531,0.982421875,0.0087890625,30.726828807707104,0.9080011012927933
kodim10.png,"(4,7)/(5,7)",0.19977172849763594,real_esrgan,0.814453125,0.736328125,32.86503252658773,32.42582231444962,0.9400270044239427,0.9358909734789114,0.12482772917991339,0.8203125,0.08984375,32.864204708004735,0.9399987744393913
kodim10.png,"(4,7)/(5,7)",0.19977172849763594,jpeg_compression_q50,0.83984375,0.998046875,33.42707757572484,33.20976244422164,0.9059089390829999,0.8944415712474658,0.12482772917991339,0.84375,0.078125,33.42676891443162,0.9058735687466756
kodim10.png,"(4,7)/(5,7)",0.19977172849763594,gaussian_blur_5x5,0.982421875,0.966796875,30.51426513215031,30.5294370655346,0.9008065106894444,0.8959436636827597,0.12482772917991339,0.984375,0.0078125,30.514187933810973,0.9008043902820188
kodim11.png,"(7,4)/(7,7)",0.2133210964303631,real_esrgan,0.939453125,0.849609375,31.05246984955475,30.651002306821987,0.9145011565717754,0.9096378599505388,0.1516298803428006,0.94140625,0.029296875,31.050011238530107,0.9144039859446685
kodim11.png,"(7,4)/(7,7)",0.2133210964303631,jpeg_compression_q50,0.81640625,0.998046875,31.21839231186215,31.13800387789246,0.8798528170751085,0.8699544228065058,0.1516298803428006,0.8203125,0.08984375,31.215620730162954,0.879804176792954
